UserID, MonthID, ModifiedListing
"311","3","1"
"312","1","0"
"312","2","1"
"312","3","0"
"313","1","0"
"313","2","1"
"313","3","0"
"314","1","0"
"314","2","1"
"314","3","1"
"315","1","1"
"315","2","0"
"315","3","0"
"316","1","1"
"316","2","1"
"316","3","0"
"317","1","1"
"317","2","0"
"317","3","0"
"318","1","1"
"318","2","1"
"318","3","0"
"319","1","1"
"319","2","0"
"319","3","0"
"320","1","1"
"320","2","0"
"320","3","0"
"321","1","1"
"321","2","1"
"321","3","1"
"322","1","0"
"322","2","1"
"322","3","0"
"323","1","0"
"323","2","1"
"323","3","1"
"324","1","1"
"324","2","0"
"324","3","1"
"325","1","0"
"325","2","1"
"325","3","0"
"326","1","0"
"326","2","1"
"326","3","1"
"327","1","1"
"327","2","0"
"327","3","1"
"328","1","1"
"328","2","0"
"328","3","0"
"329","1","0"
"329","2","1"
"329","3","0"
"330","1","1"
"330","2","1"
"330","3","1"
"331","1","0"
"331","2","0"
"331","3","0"
"332","1","1"
"332","2","1"
"332","3","1"
"333","1","1"
"333","2","0"
"333","3","1"
"334","1","1"
"334","2","0"
"334","3","1"
"335","1","0"
"335","2","1"
"335","3","1"
"336","1","1"
"336","2","1"
"336","3","1"
"337","1","1"
"337","2","1"
"337","3","0"
"338","1","1"
"338","2","0"
"338","3","0"
"339","1","0"
"339","2","1"
"339","3","0"
"340","1","0"
"340","2","1"
"340","3","1"
"341","1","1"
"341","2","0"
"341","3","0"
"342","1","0"
"342","2","1"
"342","3","0"
"343","1","0"
"343","2","1"
"343","3","1"
"344","1","0"
"344","2","1"
"344","3","1"
"345","1","1"
"345","2","1"
"345","3","0"
"346","1","0"
"346","2","1"
"346","3","0"
"347","1","0"
"347","2","0"
"347","3","0"
"348","1","0"
"348","2","1"
"348","3","0"
"349","1","0"
"349","2","1"
"349","3","1"
"350","1","1"
"350","2","0"
"350","3","0"
"351","1","1"
"351","2","1"
"351","3","0"
"352","1","1"
"352","2","1"
"352","3","0"
"353","1","1"
"353","2","0"
"353","3","1"
"354","1","1"
"354","2","1"
"354","3","0"
"355","1","0"
"355","2","0"
"355","3","0"
"356","1","0"
"356","2","0"
"356","3","0"
"357","1","1"
"357","2","0"
"357","3","1"
"358","1","0"
"358","2","1"
"358","3","0"
"359","1","0"
"359","2","0"
"359","3","0"
"360","1","1"
"360","2","1"
"360","3","0"
"361","1","1"
"361","2","1"
"361","3","0"
"362","1","1"
"362","2","0"
"362","3","0"
"363","1","1"
"363","2","1"
"363","3","0"
"364","1","0"
"364","2","0"
"364","3","0"
"365","1","1"
"365","2","0"
"365","3","1"
"366","1","0"
"366","2","0"
"366","3","0"
"367","1","0"
"367","2","1"
"367","3","0"
"368","1","1"
"368","2","0"
"368","3","1"
"369","1","0"
"369","2","1"
"369","3","0"
"370","1","0"
"370","2","0"
"370","3","1"
"371","1","1"
"371","2","0"
"371","3","1"
"372","1","0"
"372","2","0"
"372","3","0"
"373","1","1"
"373","2","0"
"373","3","1"
"374","1","1"
"374","2","1"
"374","3","1"
"375","1","0"
"375","2","1"
"375","3","1"
"376","1","0"
"376","2","1"
"376","3","1"
"377","1","0"
"377","2","1"
"377","3","1"
"378","1","1"
"378","2","1"
"378","3","1"
"379","1","1"
"379","2","1"
"379","3","1"
"380","1","1"
"380","2","0"
"380","3","1"
"381","1","0"
"381","2","1"
"381","3","1"
"382","1","1"
"382","2","1"
"382","3","1"
"383","1","0"
"383","2","1"
"383","3","0"
"384","1","0"
"384","2","1"
"384","3","0"
"385","1","1"
"385","2","0"
"385","3","0"
"386","1","0"
"386","2","0"
"386","3","0"
"387","1","1"
"387","2","1"
"387","3","1"
"388","1","1"
"388","2","0"
"388","3","0"
"389","1","1"
"389","2","0"
"389","3","0"
"390","1","1"
"390","2","1"
"390","3","0"
"391","1","0"
"391","2","1"
"391","3","0"
"392","1","1"
"392","2","0"
"392","3","0"
"393","1","1"
"393","2","0"
"393","3","1"
"394","1","1"
"394","2","0"
"394","3","1"
"395","1","1"
"395","2","1"
"395","3","1"
"396","1","0"
"396","2","0"
"396","3","1"
"397","1","0"
"397","2","0"
"397","3","1"
"398","1","1"
"398","2","1"
"398","3","0"
"399","1","0"
"399","2","0"
"399","3","0"
"400","1","1"
"400","2","1"
"400","3","0"
"401","1","1"
"401","2","1"
"401","3","1"
"402","1","0"
"402","2","0"
"402","3","1"
"403","1","0"
"403","2","1"
"403","3","0"
"404","1","1"
"404","2","0"
"404","3","0"
"405","1","0"
"405","2","0"
"405","3","0"
"406","1","0"
"406","2","0"
"406","3","1"
"407","1","1"
"407","2","0"
"407","3","0"
"408","1","0"
"408","2","1"
"408","3","1"
"409","1","0"
"409","2","0"
"409","3","1"
"410","1","0"
"410","2","1"
"410","3","0"
"411","1","1"
"411","2","1"
"411","3","0"
"412","1","0"
"412","2","1"
"412","3","1"
"413","1","0"
"413","2","1"
"413","3","0"
"414","1","1"
"414","2","1"
"414","3","0"
"415","1","1"
"415","2","1"
"415","3","1"
"416","1","1"
"416","2","0"
"416","3","0"
"417","1","1"
"417","2","0"
"417","3","0"
"418","1","1"
"418","2","1"
"418","3","0"
"419","1","0"
"419","2","1"
"419","3","1"
"420","1","0"
"420","2","0"
"420","3","0"
"421","1","0"
"421","2","0"
"421","3","0"
"422","1","1"
"422","2","0"
"422","3","0"
"423","1","0"
"423","2","0"
"423","3","0"
"424","1","0"
"424","2","1"
"424","3","1"
"425","1","1"
"425","2","0"
"425","3","1"
"426","1","0"
"426","2","1"
"426","3","0"
"427","1","0"
"427","2","1"
"427","3","1"
"428","1","0"
"428","2","0"
"428","3","0"
"429","1","0"
"429","2","0"
"429","3","0"
"430","1","1"
"430","2","1"
"430","3","1"
"431","1","0"
"431","2","0"
"431","3","0"
"432","1","1"
"432","2","1"
"432","3","0"
"433","1","0"
"433","2","1"
"433","3","0"
"434","1","0"
"434","2","1"
"434","3","0"
"435","1","0"
"435","2","0"
"435","3","0"
"436","1","0"
"436","2","0"
"436","3","0"
"437","1","0"
"437","2","0"
"437","3","1"
"438","1","1"
"438","2","0"
"438","3","1"
"439","1","1"
"439","2","1"
"439","3","1"
"440","1","1"
"440","2","1"
"440","3","1"
"441","1","0"
"441","2","0"
"441","3","1"
"442","1","1"
"442","2","1"
"442","3","1"
"443","1","0"
"443","2","1"
"443","3","0"
"444","1","0"
"444","2","0"
"444","3","0"
"445","1","0"
"445","2","0"
"445","3","1"
"446","1","0"
"446","2","0"
"446","3","0"
"447","1","1"
"447","2","0"
"447","3","1"
"448","1","1"
"448","2","0"
"448","3","1"
"449","1","1"
"449","2","0"
"449","3","0"
"450","1","1"
"450","2","1"
"450","3","1"
"451","1","0"
"451","2","1"
"451","3","0"
"452","1","1"
"452","2","0"
"452","3","1"
"453","1","1"
"453","2","0"
"453","3","1"
"454","1","1"
"454","2","0"
"454","3","1"
"455","1","0"
"455","2","1"
"455","3","0"
"456","1","1"
"456","2","1"
"456","3","0"
"457","1","0"
"457","2","0"
"457","3","0"
"458","1","0"
"458","2","0"
"458","3","1"
"459","1","0"
"459","2","0"
"459","3","1"
"460","1","0"
"460","2","0"
"460","3","0"
"461","1","1"
"461","2","0"
"461","3","1"
"462","1","1"
"462","2","1"
"462","3","1"
"463","1","1"
"463","2","1"
"463","3","1"
"464","1","0"
"464","2","0"
"464","3","0"
"465","1","0"
"465","2","0"
"465","3","1"
"466","1","0"
"466","2","1"
"466","3","0"
"467","1","1"
"467","2","0"
"467","3","0"
"468","1","0"
"468","2","1"
"468","3","1"
"469","1","1"
"469","2","1"
"469","3","1"
"470","1","0"
"470","2","1"
"470","3","0"
"471","1","0"
"471","2","1"
"471","3","0"
"472","1","1"
"472","2","0"
"472","3","1"
"473","1","1"
"473","2","0"
"473","3","1"
"474","1","0"
"474","2","0"
"474","3","1"
"475","1","1"
"475","2","1"
"475","3","1"
"476","1","0"
"476","2","0"
"476","3","1"
"477","1","1"
"477","2","1"
"477","3","0"
"478","1","0"
"478","2","1"
"478","3","0"
"479","1","1"
"479","2","1"
"479","3","1"
"480","1","0"
"480","2","1"
"480","3","1"
"481","1","0"
"481","2","1"
"481","3","1"
"482","1","0"
"482","2","1"
"482","3","0"
"483","1","0"
"483","2","1"
"483","3","1"
"484","1","0"
"484","2","0"
"484","3","1"
"485","1","0"
"485","2","0"
"485","3","0"
"486","1","0"
"486","2","1"
"486","3","1"
"487","1","0"
"487","2","0"
"487","3","0"
"488","1","0"
"488","2","0"
"488","3","1"
"489","1","1"
"489","2","0"
"489","3","0"
"490","1","0"
"490","2","1"
"490","3","1"
"491","1","0"
"491","2","1"
"491","3","1"
"492","1","1"
"492","2","1"
"492","3","0"
"493","1","1"
"493","2","0"
"493","3","0"
"494","1","1"
"494","2","1"
"494","3","0"
"495","1","1"
"495","2","1"
"495","3","1"
"496","1","1"
"496","2","0"
"496","3","1"
"497","1","0"
"497","2","0"
"497","3","0"
"498","1","1"
"498","2","1"
"498","3","1"
"499","1","0"
"499","2","0"
"499","3","0"
"500","1","0"
"500","2","0"
"500","3","1"
"501","1","1"
"501","2","1"
"501","3","0"
"502","1","1"
"502","2","1"
"502","3","1"
"503","1","1"
"503","2","0"
"503","3","1"
"504","1","0"
"504","2","0"
"504","3","0"
"505","1","1"
"505","2","0"
"505","3","1"
"506","1","1"
"506","2","0"
"506","3","0"
"507","1","1"
"507","2","0"
"507","3","1"
"508","1","0"
"508","2","0"
"508","3","1"
"509","1","1"
"509","2","1"
"509","3","0"
"510","1","1"
"510","2","0"
"510","3","0"
"511","1","0"
"511","2","1"
"511","3","1"
"512","1","0"
"512","2","0"
"512","3","0"
"513","1","0"
"513","2","0"
"513","3","0"
"514","1","0"
"514","2","1"
"514","3","0"
"515","1","0"
"515","2","0"
"515","3","0"
"516","1","1"
"516","2","1"
"516","3","1"
"517","1","1"
"517","2","0"
"517","3","1"
"518","1","0"
"518","2","0"
"518","3","0"
"519","1","0"
"519","2","0"
"519","3","1"
"520","1","1"
"520","2","0"
"520","3","0"
"521","1","1"
"521","2","1"
"521","3","0"
"522","1","0"
"522","2","0"
"522","3","0"
"523","1","0"
"523","2","1"
"523","3","1"
"524","1","0"
"524","2","0"
"524","3","0"
"525","1","1"
"525","2","1"
"525","3","0"
"526","1","1"
"526","2","1"
"526","3","0"
"527","1","0"
"527","2","0"
"527","3","0"
"528","1","1"
"528","2","0"
"528","3","1"
"529","1","1"
"529","2","0"
"529","3","1"
"530","1","0"
"530","2","1"
"530","3","1"
"531","1","1"
"531","2","1"
"531","3","1"
"532","1","0"
"532","2","1"
"532","3","1"
"533","1","0"
"533","2","0"
"533","3","1"
"534","1","0"
"534","2","0"
"534","3","1"
"535","1","1"
"535","2","0"
"535","3","1"
"536","1","0"
"536","2","0"
"536","3","1"
"537","1","1"
"537","2","0"
"537","3","0"
"538","1","1"
"538","2","0"
"538","3","1"
"539","1","0"
"539","2","1"
"539","3","0"
"540","1","1"
"540","2","1"
"540","3","1"
"541","1","1"
"541","2","0"
"541","3","0"
"542","1","1"
"542","2","1"
"542","3","1"
"543","1","0"
"543","2","0"
"543","3","1"
"544","1","1"
"544","2","0"
"544","3","0"
"545","1","0"
"545","2","0"
"545","3","1"
"546","1","0"
"546","2","0"
"546","3","1"
"547","1","0"
"547","2","1"
"547","3","0"
"548","1","1"
"548","2","1"
"548","3","1"
"549","1","0"
"549","2","0"
"549","3","1"
"550","1","0"
"550","2","0"
"550","3","1"
"551","1","1"
"551","2","0"
"551","3","0"
"552","1","1"
"552","2","1"
"552","3","1"
"553","1","1"
"553","2","0"
"553","3","1"
"554","1","0"
"554","2","1"
"554","3","0"
"555","1","0"
"555","2","0"
"555","3","0"
"556","1","1"
"556","2","0"
"556","3","0"
"557","1","0"
"557","2","1"
"557","3","1"
"558","1","1"
"558","2","1"
"558","3","0"
"559","1","1"
"559","2","0"
"559","3","1"
"560","1","0"
"560","2","0"
"560","3","1"
"561","1","1"
"561","2","0"
"561","3","0"
"562","1","1"
"562","2","0"
"562","3","1"
"563","1","1"
"563","2","1"
"563","3","1"
"564","1","0"
"564","2","0"
"564","3","0"
"565","1","1"
"565","2","1"
"565","3","1"
"566","1","0"
"566","2","1"
"566","3","0"
"567","1","0"
"567","2","1"
"567","3","0"
"568","1","1"
"568","2","1"
"568","3","1"
"569","1","1"
"569","2","0"
"569","3","1"
"570","1","1"
"570","2","1"
"570","3","1"
"571","1","0"
"571","2","0"
"571","3","1"
"572","1","0"
"572","2","1"
"572","3","1"
"573","1","1"
"573","2","1"
"573","3","1"
"574","1","1"
"574","2","1"
"574","3","0"
"575","1","0"
"575","2","0"
"575","3","1"
"576","1","0"
"576","2","0"
"576","3","1"
"577","1","1"
"577","2","0"
"577","3","0"
"578","1","0"
"578","2","0"
"578","3","0"
"579","1","1"
"579","2","0"
"579","3","0"
"580","1","1"
"580","2","0"
"580","3","1"
"581","1","1"
"581","2","1"
